   n,     epsi,   alph  ,    p    , r,stp, bigg    ,  sec
4900, 0.200000, 15.000000, 0.500000, 0, 0, 134.000000, 92.000000
4900, 0.200000, 15.000000, 0.500000, 1, 0, 171.000000, 152.000000
4900, 0.200000, 15.000000, 0.500000, 2, 0, 92.000000, 90.000000
4900, 0.200000, 15.000000, 0.500000, 3, 0, 146.000000, 117.000000
4900, 0.200000, 15.000000, 0.500000, 4, 0, 117.000000, 87.000000
4900, 0.200000, 15.000000, 0.500000, 5, 0, 94.000000, 80.000000
4900, 0.200000, 15.000000, 0.500000, 6, 0, 140.000000, 139.000000
4900, 0.200000, 15.000000, 0.500000, 7, 0, 119.000000, 90.000000
4900, 0.200000, 15.000000, 0.500000, 8, 0, 176.000000, 113.000000
4900, 0.200000, 15.000000, 0.500000, 9, 0, 203.000000, 130.000000
4900, 0.200000, 15.000000, 0.500000, 10, 0, 96.000000, 88.000000
4900, 0.200000, 15.000000, 0.500000, 11, 0, 167.000000, 114.000000
4900, 0.200000, 15.000000, 0.500000, 12, 0, 126.000000, 114.000000
4900, 0.200000, 15.000000, 0.500000, 13, 0, 194.000000, 190.000000
4900, 0.200000, 15.000000, 0.500000, 14, 0, 199.000000, 152.000000
4900, 0.200000, 15.000000, 0.500000, 15, 0, 133.000000, 110.000000
4900, 0.200000, 15.000000, 0.500000, 16, 0, 185.000000, 115.000000
4900, 0.200000, 15.000000, 0.500000, 17, 0, 196.000000, 112.000000
4900, 0.200000, 15.000000, 0.500000, 18, 1, 277.000000, 121.000000
4900, 0.200000, 15.000000, 0.500000, 19, 0, 159.000000, 122.000000
4900, 0.200000, 15.000000, 0.500000, 20, 0, 160.000000, 129.000000
4900, 0.200000, 15.000000, 0.500000, 21, 0, 164.000000, 123.000000
4900, 0.200000, 15.000000, 0.500000, 22, 0, 166.000000, 145.000000
4900, 0.200000, 15.000000, 0.500000, 23, 0, 184.000000, 102.000000
4900, 0.200000, 15.000000, 0.500000, 24, 0, 201.000000, 163.000000
4900, 0.200000, 15.000000, 0.500000, 25, 0, 93.000000, 77.000000
4900, 0.200000, 15.000000, 0.500000, 26, 0, 159.000000, 144.000000
4900, 0.200000, 15.000000, 0.500000, 27, 0, 162.000000, 88.000000
4900, 0.200000, 15.000000, 0.500000, 28, 0, 106.000000, 102.000000
4900, 0.200000, 15.000000, 0.500000, 29, 0, 229.000000, 150.000000
4900, 0.200000, 15.000000, 0.500000, 30, 1, 104.000000, 98.000000
4900, 0.200000, 15.000000, 0.500000, 31, 0, 128.000000, 116.000000
4900, 0.200000, 15.000000, 0.500000, 32, 1, 294.000000, 202.000000
4900, 0.200000, 15.000000, 0.500000, 33, 0, 128.000000, 108.000000
4900, 0.200000, 15.000000, 0.500000, 34, 0, 242.000000, 97.000000
4900, 0.200000, 15.000000, 0.500000, 35, 0, 257.000000, 234.000000
4900, 0.200000, 15.000000, 0.500000, 36, 0, 150.000000, 123.000000
4900, 0.200000, 15.000000, 0.500000, 37, 0, 171.000000, 136.000000
4900, 0.200000, 15.000000, 0.500000, 38, 0, 233.000000, 94.000000
4900, 0.200000, 15.000000, 0.500000, 39, 0, 113.000000, 89.000000
4900, 0.200000, 15.000000, 0.500000, 40, 0, 201.000000, 114.000000
4900, 0.200000, 15.000000, 0.500000, 41, 1, 234.000000, 220.000000
4900, 0.200000, 15.000000, 0.500000, 42, 0, 126.000000, 123.000000
4900, 0.200000, 15.000000, 0.500000, 43, 0, 136.000000, 104.000000
4900, 0.200000, 15.000000, 0.500000, 44, 0, 132.000000, 128.000000
4900, 0.200000, 15.000000, 0.500000, 45, 0, 172.000000, 115.000000
4900, 0.200000, 15.000000, 0.500000, 46, 0, 131.000000, 74.000000
4900, 0.200000, 15.000000, 0.500000, 47, 0, 141.000000, 110.000000
4900, 0.200000, 15.000000, 0.500000, 48, 0, 135.000000, 132.000000
4900, 0.200000, 15.000000, 0.500000, 49, 0, 119.000000, 118.000000
4900, 0.200000, 15.000000, 0.500000, 50, 0, 322.000000, 109.000000
4900, 0.200000, 15.000000, 0.500000, 51, 0, 117.000000, 113.000000
4900, 0.200000, 15.000000, 0.500000, 52, 0, 80.000000, 74.000000
4900, 0.200000, 15.000000, 0.500000, 53, 1, 204.000000, 170.000000
4900, 0.200000, 15.000000, 0.500000, 54, 0, 233.000000, 145.000000
4900, 0.200000, 15.000000, 0.500000, 55, 0, 140.000000, 103.000000
