   n,     epsi,   alph  ,    p    , r,stp, bigg    ,  sec
10000, 0.200000, 1.000000, 0.500000, 0, 1, 157.000000, 142.000000
10000, 0.200000, 1.000000, 0.500000, 1, 1, 221.000000, 148.000000
10000, 0.200000, 1.000000, 0.500000, 2, 0, 186.000000, 130.000000
10000, 0.200000, 1.000000, 0.500000, 3, 1, 213.000000, 210.000000
10000, 0.200000, 1.000000, 0.500000, 4, 1, 188.000000, 167.000000
10000, 0.200000, 1.000000, 0.500000, 5, 1, 127.000000, 123.000000
10000, 0.200000, 1.000000, 0.500000, 6, 1, 176.000000, 174.000000
10000, 0.200000, 1.000000, 0.500000, 7, 1, 281.000000, 149.000000
10000, 0.200000, 1.000000, 0.500000, 8, 1, 180.000000, 175.000000
10000, 0.200000, 1.000000, 0.500000, 9, 1, 265.000000, 181.000000
10000, 0.200000, 1.000000, 0.500000, 10, 1, 166.000000, 158.000000
10000, 0.200000, 1.000000, 0.500000, 11, 1, 218.000000, 156.000000
10000, 0.200000, 1.000000, 0.500000, 12, 1, 221.000000, 198.000000
10000, 0.200000, 1.000000, 0.500000, 13, 1, 140.000000, 138.000000
10000, 0.200000, 1.000000, 0.500000, 14, 1, 160.000000, 139.000000
10000, 0.200000, 1.000000, 0.500000, 15, 1, 282.000000, 130.000000
10000, 0.200000, 1.000000, 0.500000, 16, 1, 210.000000, 156.000000
10000, 0.200000, 1.000000, 0.500000, 17, 1, 324.000000, 129.000000
10000, 0.200000, 1.000000, 0.500000, 18, 1, 155.000000, 149.000000
10000, 0.200000, 1.000000, 0.500000, 19, 1, 183.000000, 127.000000
10000, 0.200000, 1.000000, 0.500000, 20, 1, 158.000000, 131.000000
10000, 0.200000, 1.000000, 0.500000, 21, 0, 124.000000, 106.000000
10000, 0.200000, 1.000000, 0.500000, 22, 1, 157.000000, 113.000000
10000, 0.200000, 1.000000, 0.500000, 23, 1, 229.000000, 177.000000
10000, 0.200000, 1.000000, 0.500000, 24, 1, 172.000000, 114.000000
10000, 0.200000, 1.000000, 0.500000, 25, 1, 128.000000, 113.000000
10000, 0.200000, 1.000000, 0.500000, 26, 2, 164.000000, 126.000000
10000, 0.200000, 1.000000, 0.500000, 27, 1, 182.000000, 135.000000
10000, 0.200000, 1.000000, 0.500000, 28, 0, 237.000000, 141.000000
10000, 0.200000, 1.000000, 0.500000, 29, 1, 115.000000, 111.000000
10000, 0.200000, 1.000000, 0.500000, 30, 1, 226.000000, 215.000000
10000, 0.200000, 1.000000, 0.500000, 31, 1, 208.000000, 128.000000
10000, 0.200000, 1.000000, 0.500000, 32, 1, 202.000000, 144.000000
10000, 0.200000, 1.000000, 0.500000, 33, 1, 173.000000, 162.000000
10000, 0.200000, 1.000000, 0.500000, 34, 1, 134.000000, 109.000000
10000, 0.200000, 1.000000, 0.500000, 35, 0, 213.000000, 118.000000
10000, 0.200000, 1.000000, 0.500000, 36, 1, 160.000000, 141.000000
10000, 0.200000, 1.000000, 0.500000, 37, 0, 201.000000, 196.000000
10000, 0.200000, 1.000000, 0.500000, 38, 1, 170.000000, 140.000000
10000, 0.200000, 1.000000, 0.500000, 39, 1, 138.000000, 130.000000
10000, 0.200000, 1.000000, 0.500000, 40, 1, 179.000000, 173.000000
10000, 0.200000, 1.000000, 0.500000, 41, 1, 200.000000, 188.000000
10000, 0.200000, 1.000000, 0.500000, 42, 1, 189.000000, 163.000000
10000, 0.200000, 1.000000, 0.500000, 43, 1, 168.000000, 164.000000
10000, 0.200000, 1.000000, 0.500000, 44, 1, 171.000000, 138.000000
10000, 0.200000, 1.000000, 0.500000, 45, 1, 131.000000, 111.000000
10000, 0.200000, 1.000000, 0.500000, 46, 1, 135.000000, 117.000000
10000, 0.200000, 1.000000, 0.500000, 47, 1, 167.000000, 152.000000
10000, 0.200000, 1.000000, 0.500000, 48, 1, 154.000000, 140.000000
10000, 0.200000, 1.000000, 0.500000, 49, 1, 146.000000, 133.000000
10000, 0.200000, 1.000000, 0.500000, 50, 1, 209.000000, 166.000000
10000, 0.200000, 1.000000, 0.500000, 51, 1, 269.000000, 114.000000
10000, 0.200000, 1.000000, 0.500000, 52, 1, 193.000000, 131.000000
10000, 0.200000, 1.000000, 0.500000, 53, 1, 264.000000, 151.000000
10000, 0.200000, 1.000000, 0.500000, 54, 1, 195.000000, 157.000000
10000, 0.200000, 1.000000, 0.500000, 55, 1, 256.000000, 202.000000
10000, 0.200000, 1.000000, 0.500000, 56, 0, 267.000000, 146.000000
10000, 0.200000, 1.000000, 0.500000, 57, 1, 141.000000, 131.000000
10000, 0.200000, 1.000000, 0.500000, 58, 1, 227.000000, 152.000000
10000, 0.200000, 1.000000, 0.500000, 59, 2, 164.000000, 152.000000
10000, 0.200000, 1.000000, 0.500000, 60, 1, 255.000000, 149.000000
10000, 0.200000, 1.000000, 0.500000, 61, 0, 186.000000, 154.000000
10000, 0.200000, 1.000000, 0.500000, 62, 1, 176.000000, 127.000000
10000, 0.200000, 1.000000, 0.500000, 63, 1, 158.000000, 150.000000
10000, 0.200000, 1.000000, 0.500000, 64, 2, 179.000000, 175.000000
10000, 0.200000, 1.000000, 0.500000, 65, 1, 180.000000, 160.000000
10000, 0.200000, 1.000000, 0.500000, 66, 1, 229.000000, 132.000000
10000, 0.200000, 1.000000, 0.500000, 67, 1, 104.000000, 97.000000
10000, 0.200000, 1.000000, 0.500000, 68, 1, 169.000000, 132.000000
10000, 0.200000, 1.000000, 0.500000, 69, 1, 216.000000, 190.000000
10000, 0.200000, 1.000000, 0.500000, 70, 0, 141.000000, 139.000000
10000, 0.200000, 1.000000, 0.500000, 71, 1, 181.000000, 177.000000
10000, 0.200000, 1.000000, 0.500000, 72, 1, 196.000000, 134.000000
10000, 0.200000, 1.000000, 0.500000, 73, 1, 131.000000, 122.000000
10000, 0.200000, 1.000000, 0.500000, 74, 1, 180.000000, 140.000000
10000, 0.200000, 1.000000, 0.500000, 75, 1, 162.000000, 126.000000
10000, 0.200000, 1.000000, 0.500000, 76, 1, 193.000000, 144.000000
10000, 0.200000, 1.000000, 0.500000, 77, 1, 384.000000, 155.000000
10000, 0.200000, 1.000000, 0.500000, 78, 1, 175.000000, 164.000000
10000, 0.200000, 1.000000, 0.500000, 79, 1, 207.000000, 161.000000
10000, 0.200000, 1.000000, 0.500000, 80, 1, 186.000000, 169.000000
10000, 0.200000, 1.000000, 0.500000, 81, 1, 211.000000, 204.000000
10000, 0.200000, 1.000000, 0.500000, 82, 1, 153.000000, 133.000000
10000, 0.200000, 1.000000, 0.500000, 83, 1, 219.000000, 166.000000
10000, 0.200000, 1.000000, 0.500000, 84, 1, 200.000000, 122.000000
10000, 0.200000, 1.000000, 0.500000, 85, 1, 229.000000, 201.000000
10000, 0.200000, 1.000000, 0.500000, 86, 1, 231.000000, 220.000000
10000, 0.200000, 1.000000, 0.500000, 87, 1, 156.000000, 152.000000
10000, 0.200000, 1.000000, 0.500000, 88, 1, 121.000000, 115.000000
10000, 0.200000, 1.000000, 0.500000, 89, 1, 174.000000, 132.000000
10000, 0.200000, 1.000000, 0.500000, 90, 1, 175.000000, 135.000000
10000, 0.200000, 1.000000, 0.500000, 91, 1, 253.000000, 156.000000
10000, 0.200000, 1.000000, 0.500000, 92, 0, 128.000000, 110.000000
10000, 0.200000, 1.000000, 0.500000, 93, 1, 149.000000, 123.000000
10000, 0.200000, 1.000000, 0.500000, 94, 1, 191.000000, 128.000000
10000, 0.200000, 1.000000, 0.500000, 95, 1, 134.000000, 130.000000
10000, 0.200000, 1.000000, 0.500000, 96, 1, 202.000000, 149.000000
10000, 0.200000, 1.000000, 0.500000, 97, 1, 229.000000, 137.000000
10000, 0.200000, 1.000000, 0.500000, 98, 1, 153.000000, 121.000000
10000, 0.200000, 1.000000, 0.500000, 99, 1, 176.000000, 133.000000
10000, 0.200000, 1.000000, 0.510000, 0, 1, 197.000000, 139.000000
10000, 0.200000, 1.000000, 0.510000, 1, 1, 149.000000, 147.000000
10000, 0.200000, 1.000000, 0.510000, 2, 1, 221.000000, 198.000000
10000, 0.200000, 1.000000, 0.510000, 3, 1, 164.000000, 135.000000
